gene_name	length	exons
HSPA9	3429	16
HSPB1	900	3
HSPB11	607	6
HSPB2	843	2
HSPB2-C11orf52	1532	5
HSPB3	785	1
HSPB6	1463	3
HSPB7	2895	3
HSPB8	2005	3
HSPB9	617	1
HSPBAP1	1962	8
HSPBP1	3080	12
HSPD1	2449	13
HSPE1	957	4
HSPE1-MOB4	4288	9
HSPG2	10295	66
HSPH1	5651	18
HTATIP2	3001	11
HTATSF1	3391	11
HTATSF1P2	4617	1
HTN1	576	6
HTN3	584	6
HTR1A	2246	1
HTR1B	1174	1
HTR1D	2836	1
HTR1E	2050	2
HTR1F	3180	2
HTR2A	5446	4
HTR2A-AS1	444	3
HTR2B	2236	4
HTR2C	4956	8
HTR3A	2854	11
HTR3B	1897	9
HTR3C	1708	9
HTR3D	2978	17
HTR3E	2811	11
HTR4	4298	13
HTR5A	4557	2
HTR5A-AS1	2703	2
HTR6	3391	3
HTR7	4112	5
HTR7P1	4390	1
HTRA1	2129	9
HTRA2	2558	8
HTRA3	3392	10
HTRA4	2119	9
HTT	12520	58
HTT-AS	743	3
HULC	487	2
HUNK	7259	10
HUS1	4728	11
HUS1B	1027	1
HUWE1	12373	68
HVCN1	1823	9
HYAL1	4736	10
HYAL2	2418	5
HYAL3	2138	6
HYAL4	2411	5
HYALP1	985	2
HYDIN	14396	73
HYDIN2	8202	41
HYI	1580	11
HYKK	1315	6
HYLS1	2523	5
HYMAI	3816	1
HYOU1	4617	25
HYPK	1337	4
HYPM	502	1
IAH1	912	6
IAPP	1979	3
IARS	4490	31
IARS2	3376	21
IBA57	7889	4
IBA57-AS1	644	3
IBSP	1598	7
IBTK	5967	28
ICA1	2841	17
ICA1L	9343	17
ICAM1	3253	7
ICAM2	1748	8
ICAM3	1787	7
ICAM4	2622	5
ICAM5	3013	11
ICE1	7967	19
ICE2	10034	18
ICK	6253	15
ICMT	4820	5
ICOS	2648	5
ICOSLG	3595	9
ICT1	1243	7
ID1	2228	3
ID2	1367	3
ID2-AS1	1614	6
ID3	1242	3
ID4	3879	3
IDE	5795	24
IDH1	2793	12
IDH1-AS1	493	2
IDH2	1868	12
IDH3A	2676	11
IDH3B	1923	13
IDH3G	1944	13
IDI1	2141	5
IDI2	1364	5
IDI2-AS1	1444	6
IDNK	2009	8
IDO1	1941	10
IDO2	2305	11
IDS	6311	12
IDUA	2310	15
IER2	2048	2
IER3	1242	2
IER3IP1	1507	3
IER5	2343	1
IER5L	2711	1
IFFO1	2998	12
IFFO2	5844	9
IFI16	2407	9
IFI27	1025	9
IFI27L1	800	6
IFI27L2	471	4
IFI30	1035	7
IFI35	1257	7
IFI44	1735	9
IFI44L	5904	9
IFI6	1083	7
IFIH1	3616	16
IFIT1	4940	6
IFIT1B	1974	2
IFIT2	3497	2
IFIT3	2962	5
IFIT5	4036	2
IFITM1	719	2
IFITM10	3712	3
IFITM2	732	2
IFITM3	984	3
IFITM4P	687	2
IFITM5	737	2
IFNA1	864	1
IFNA10	964	1
IFNA13	706	1
IFNA14	779	1
IFNA16	940	1
IFNA17	981	1
IFNA2	1144	1
IFNA21	1025	1
IFNA22P	877	1
IFNA4	982	1
IFNA5	701	1
IFNA6	571	1
IFNA7	738	1
IFNA8	1040	1
IFNAR1	5949	10
IFNAR2	3266	11
IFNB1	841	1
IFNE	1475	1
IFNG	1214	4
IFNG-AS1	1914	5
IFNGR1	1953	6
IFNGR2	2228	7
IFNK	1142	2
IFNL1	861	5
IFNL2	740	6
IFNL3	600	5
IFNL4	2070	7
IFNLR1	8219	8
IFNW1	1515	1
IFRD1	4429	16
IFRD2	2121	12
IFT122	4322	30
IFT140	5027	29
IFT172	4975	43
IFT20	1611	9
IFT22	2627	7
IFT27	1440	8
IFT43	2081	13
IFT46	1888	13
IFT52	2344	14
IFT57	3214	11
IFT74	2448	20
IFT74-AS1	419	2
IFT80	5094	23
IFT81	3762	20
IFT88	2983	26
IGBP1	1667	7
IGBP1P1	576	1
IGDCC3	4493	14
IGDCC4	6194	18
IGF1	7870	7
IGF1R	12196	21
IGF2	6429	9
IGF2-AS	4478	4
IGF2BP1	8660	14
IGF2BP2	3891	18
IGF2BP2-AS1	1539	8
IGF2BP3	4174	15
IGF2R	8605	44
IGFALS	4263	4
IGFBP1	1654	4
IGFBP2	1433	4
IGFBP3	3172	6
IGFBP4	2240	4
IGFBP5	6243	4
IGFBP6	970	4
IGFBP7	1450	6
IGFBP7-AS1	1394	5
IGFBPL1	3564	5
IGFL1	773	4
IGFL2	961	6
IGFL3	666	4
IGFL4	577	4
IGFLR1	1201	5
IGFN1	11232	22
IGHMBP2	3969	15
IGIP	2872	1
IGLL1	903	3
IGLL3P	678	3
IGLL5	1061	3
IGLON5	3028	7
IGSF1	4277	17
IGSF10	8858	8
IGSF11	3871	10
IGSF11-AS1	1605	4
IGSF21	1954	10
IGSF22	3916	21
IGSF23	994	5
IGSF3	6927	11
IGSF5	2075	9
IGSF6	1050	6
IGSF8	2452	9
IGSF9	4161	22
IGSF9B	4778	20
IHH	2075	3
IK	1845	19
IKBIP	4103	4
IKBKAP	5939	35
IKBKB	4280	23
IKBKE	3382	21
IKBKG	2723	12
IKZF1	8496	14
IKZF2	9924	11
IKZF3	10026	9
IKZF4	5459	8
IKZF5	5159	9
IL10	1634	5
IL10RA	3795	8
IL10RB	1809	6
IL10RB-AS1	471	2
IL11	2383	5
IL11RA	1838	14
IL12A	1407	6
IL12A-AS1	2434	10
IL12B	2355	8
IL12RB1	3989	21
IL12RB2	4239	18
IL13	1286	4
IL13RA1	4017	11
IL13RA2	1383	10
IL15	3075	12
IL15RA	2220	9
IL16	8635	21
IL17A	1862	3
IL17B	698	3
IL17C	1048	3
IL17D	1864	3
IL17F	811	3
IL17RA	8621	13
IL17RB	1951	10
IL17RC	3340	20
IL17RD	8733	13
IL17RE	3231	19
IL17REL	3568	14
IL18	1153	6
IL18BP	5094	12
IL18R1	3730	12
IL18RAP	2531	11
IL19	1977	8
IL1A	2935	7
IL1B	1505	7
IL1F10	1479	6
IL1R1	5400	14
IL1R2	1846	11
IL1RAP	7207	15
IL1RAPL1	2690	11
IL1RAPL2	2996	11
IL1RL1	5229	15
IL1RL2	1815	11
IL1RN	2173	8
IL2	802	4
IL20	1239	5
IL20RA	4041	9
IL20RB	2053	7
IL21	924	6
IL21-AS1	3759	11
IL21R	5105	11
IL21R-AS1	2617	3
IL22	1085	4
IL22RA1	2969	7
IL22RA2	2904	7
IL23A	1046	4
IL23R	2825	11
IL24	2183	8
IL25	1707	4
IL26	1052	5
IL27	1049	5
IL27RA	2419	12
IL2RA	3151	7
IL2RB	3937	9
IL2RG	1542	8
IL3	886	4
IL31	907	3
IL31RA	4640	20
IL32	2876	15
IL33	2460	6
IL34	2085	9
IL36A	481	4
IL36B	1876	7
IL36G	1217	5
IL36RN	2807	6
IL37	844	6
IL3RA	1606	11
IL4	622	4
IL4I1	3828	15
IL4R	3792	11
IL5	820	4
IL5RA	6087	12
IL6	1189	5
IL6R	6576	11
IL6ST	9119	18
IL7	2082	6
IL7R	4449	7
IL9	596	5
IL9R	2694	13
ILDR1	2896	8
ILDR2	8137	10
ILF2	2026	15
ILF3	8418	22
ILF3-AS1	2012	1
ILK	2530	15
ILKAP	1334	11
ILVBL	2347	16
IMMP1L	811	7
IMMP2L	1658	8
IMMT	3085	16
IMP3	1240	1
IMP4	1058	9
IMPA1	3497	9
IMPA2	1435	7
IMPACT	3769	11
IMPAD1	7235	5
IMPDH1	3061	20
IMPDH2	1560	13
IMPG1	3576	17
IMPG2	8159	18
INA	3234	3
INADL	8295	40
INAFM1	1616	3
INAFM2	2661	1
INCA1	1843	11
INCENP	3841	16
INE1	1009	1
INE2	1875	1
INF2	5308	21
ING1	4643	6
ING2	2705	3
ING3	2965	12
ING4	1563	9
ING5	5143	7
INGX	770	1
INHA	1433	2
INHBA	2178	3
INHBA-AS1	4674	6
INHBB	3205	2
INHBC	3303	2
INHBE	2439	2
INIP	1524	5
INMT	2768	4
INMT-FAM188B	3140	19
INO80	6140	34
INO80B	1266	5
INO80B-WBP1	2120	8
INO80C	1185	7
INO80D	14147	11
INO80E	1603	9
INPP1	2170	7
INPP4A	7165	28
INPP4B	4150	27
INPP5A	2865	15
INPP5B	4373	23
INPP5D	5293	26
INPP5E	3390	10
INPP5F	5170	19
INPP5J	3966	17
INPP5K	3386	14
INPPL1	4268	24
INS	1066	6
INS-IGF2	5263	8
INSC	3352	17
INSIG1	3197	8
INSIG2	2589	6
INSL3	903	3
INSL4	617	2
INSL5	720	2
INSL6	710	2
INSM1	2829	1
INSM2	3014	1
INSR	8920	21
INSRR	4215	22
INTS1	6236	42
INTS10	2551	17
INTS12	1760	8
INTS2	5965	24
INTS3	4060	26
INTS4	3050	22
INTS4P2	1780	13
INTS5	3287	2
INTS6	9696	23
INTS6-AS1	789	2
INTS7	4585	22
INTS8	3781	30
INTS9	2794	17
INTU	3100	15
INVS	3974	19
IP6K1	5000	7
IP6K2	7248	13
IP6K3	2653	6
IPCEF1	6930	14
IPMK	6139	6
IPO11	4452	29
IPO11-LRRC70	1822	4
IPO13	3864	19
IPO4	3531	29
IPO5	5809	27
IPO5P1	5515	5
IPO7	6008	23
IPO8	5222	22
IPO9	11352	23
IPO9-AS1	845	3
IPP	3575	11
IPPK	4414	13
IPW	4501	3
IQCA1	3497	22
IQCA1L	2539	18
IQCB1	2498	14
IQCC	2388	6
IQCD	1372	3
IQCE	7260	22
IQCF1	734	4
IQCF2	590	3
IQCF3	1741	8
IQCF4	1103	5
IQCF5	514	2
IQCF5-AS1	2003	3
IQCF6	448	2
IQCG	2358	13
IQCH	5439	23
IQCH-AS1	7684	14
IQCJ	2770	6
IQCJ-SCHIP1	2476	11
IQCJ-SCHIP1-AS1	600	3
IQCK	3492	10
IQGAP1	6424	32
IQGAP2	5474	34
IQGAP3	5582	34
IQSEC1	9819	15
IQSEC2	6822	17
IQSEC3	7247	15
IQUB	4135	16
IRAIN	5357	1
IRAK1	3887	15
IRAK1BP1	3452	4
IRAK2	3482	13
IRAK3	8282	11
IRAK4	4354	13
IREB2	6389	22
IRF1	3513	9
IRF2	2247	8
IRF2BP1	2565	1
IRF2BP2	5697	3
IRF2BPL	4158	1
IRF3	2382	11
IRF4	5614	11
IRF5	3191	11
IRF6	4514	9
IRF7	2528	11
IRF8	2670	9
IRF9	1687	9
IRG1	2094	4
IRGC	1608	2
IRGM	1661	2
IRGQ	9690	3
IRS1	8738	2
IRS2	7000	2
IRS4	3882	1
IRX1	1862	4
IRX2	3761	6
IRX3	2312	4
IRX4	2694	9
IRX5	3470	4
IRX6	2335	6
ISCA1	2006	4
ISCA2	1092	4
ISCU	2419	8
ISG15	668	2
ISG20	4569	9
ISG20L2	2727	4
ISL1	2723	6
ISL2	1886	6
ISLR	2388	3
ISLR2	5390	7
ISM1	2453	5
ISM1-AS1	1049	3
ISM2	2753	6
ISOC1	1945	5
ISOC2	1247	7
ISPD	5440	9
ISPD-AS1	2383	7
IST1	4307	13
ISX	3100	5
ISY1	3789	11
ISY1-RAB43	5081	13
ISYNA1	3073	13
ITCH	6476	25
ITFG1	3545	19
ITFG1-AS1	885	5
ITFG2	3412	16
ITFG3	4177	16
ITGA1	4711	28
ITGA10	4804	26
ITGA11	4516	26
ITGA2	7995	30
ITGA2B	3190	28
ITGA3	4746	23
ITGA4	5604	24
ITGA5	4130	28
ITGA6	5555	23
ITGA7	4099	26
ITGA8	6948	29
ITGA9	3869	27
ITGA9-AS1	811	6
ITGAD	3654	27
ITGAE	3460	27
ITGAL	4631	26
ITGAM	4694	28
ITGAV	6970	28
ITGAX	5067	29
ITGB1	3641	16
ITGB1BP1	1935	7
ITGB1BP2	1293	11
ITGB2	3249	18
ITGB2-AS1	2734	7
ITGB3	4909	15
ITGB3BP	1187	11
ITGB4	5622	38
ITGB5	4395	15
ITGB6	4941	18
ITGB7	2883	16
ITGB8	8791	14
ITGBL1	5610	11
ITIH1	2916	21
ITIH2	3039	20
ITIH3	2817	20
ITIH4	2878	20
ITIH4-AS1	398	3
ITIH5	7734	16
ITIH6	4981	13
ITK	4383	17
ITLN1	1190	8
ITLN2	1158	8
ITM2A	1840	6
ITM2B	1902	6
ITM2C	2481	8
ITPA	1616	12
ITPK1	5114	13
ITPK1-AS1	4683	1
ITPKA	1856	7
ITPKB	6170	8
ITPKB-IT1	1349	2
ITPKC	3392	7
ITPR1	8842	53
ITPR1-AS1	1434	2
ITPR2	11108	47
ITPR3	6919	44
ITPRIP	7190	5
ITPRIPL1	4557	6
ITPRIPL2	14885	3
ITSN1	7474	36
ITSN2	6286	35
IVD	4582	11
IVL	2137	2
IVNS1ABP	4037	14
IWS1	2901	13
IYD	7582	7
IZUMO1	1631	10
IZUMO1R	757	4
IZUMO2	821	7
IZUMO3	749	6
IZUMO4	1025	10
JADE1	9806	18
JADE2	11857	16
JADE3	5009	12
JAG1	5171	19
JAG2	5171	20
JAGN1	1660	2
JAK1	4953	24
JAK2	5062	23
JAK3	5216	22
JAKMIP1	3230	20
JAKMIP2	9025	19
JAKMIP2-AS1	1924	4
JAKMIP3	6215	21
JAM2	4669	11
JAM3	3677	9
JARID2	6226	19
JARID2-AS1	519	2
JAZF1	3204	5
JAZF1-AS1	1114	3
JCHAIN	1413	4
JDP2	4281	7
JHDM1D-AS1	2381	1
JKAMP	3427	11
JMJD1C	9158	26
JMJD1C-AS1	1335	1
JMJD4	2701	7
JMJD6	5849	8
JMJD7	1430	8
JMJD7-PLA2G4B	3254	24
JMJD8	2051	9
JMY	9140	11
JOSD1	3439	4
JOSD2	1251	7
JPH1	4379	6
JPH2	5948	7
JPH3	5616	10
JPH4	4411	7
JPX	1675	5
JRK	11554	7
JRKL	6734	3
JRKL-AS1	653	5
JSRP1	1152	7
JTB	1579	5
JUN	3324	1
JUNB	1817	1
JUND	1964	1
JUP	4516	16
KAAG1	1383	1
KALRN	13691	55
KANK1	6715	19
KANK2	5349	14
KANK3	2798	11
KANK4	5487	10
KANSL1	7536	20
KANSL1-AS1	524	2
KANSL1L	4758	15
KANSL2	2396	10
KANSL3	5820	26
KANTR	2426	3
KARS	2121	14
KAT2A	3018	17
KAT2B	4714	17
KAT5	2616	14
KAT6A	10045	17
KAT6B	8841	19
KAT7	3570	14
KAT8	2189	12
KATNA1	1869	10
KATNAL1	7553	11
KATNAL2	2648	13
KATNB1	2534	19
KATNBL1	2659	9
KATNBL1P6	2157	1
KAZALD1	2519	5
KAZN	9511	19
KBTBD11	6719	2
KBTBD11-OT1	784	3
KBTBD12	5273	5
KBTBD13	3124	1
KBTBD2	3714	4
KBTBD3	4235	4
KBTBD4	3164	6
KBTBD6	5229	1
KBTBD7	2993	1
KBTBD8	4686	4
KC6	1718	6
KCCAT198	552	3
KCCAT211	2960	3
KCCAT333	1383	4
KCMF1	7560	7
KCNA1	7985	2
KCNA10	1960	1
KCNA2	3884	7
KCNA3	9370	6
KCNA4	4181	2
KCNA5	2871	1
KCNA6	5980	2
KCNA7	4374	2
KCNAB1	8308	15
KCNAB1-AS1	459	3
KCNAB1-AS2	542	4
KCNAB2	5591	18
KCNAB3	2259	11
KCNB1	3758	2
KCNB2	3585	3
KCNC1	9305	5
KCNC2	10473	8
KCNC3	6339	8
KCNC4	5962	6
KCNC4-AS1	1133	2
KCND1	4726	6
KCND2	5339	6
KCND3	2701	8
KCND3-AS1	452	4
KCND3-IT1	378	2
KCNE1	4443	9
KCNE2	805	2
KCNE3	3073	3
KCNE4	3179	2
KCNE5	1466	1
KCNF1	2290	1
KCNG1	2223	3
KCNG2	1403	2
KCNG3	5055	3
KCNG4	2766	3
KCNH1	8511	12
KCNH2	5734	17
KCNH3	3868	15
KCNH4	3940	17
KCNH5	3965	11
KCNH6	4762	19
KCNH7	4548	17
KCNH8	5079	16
KCNIP1	2846	12
KCNIP2	2961	14
KCNIP2-AS1	973	3
KCNIP3	3027	10
KCNIP4	3305	14
KCNIP4-IT1	9849	1
KCNJ1	2913	5
KCNJ10	5308	2
KCNJ11	6170	3
KCNJ12	5233	3
KCNJ13	4097	5
KCNJ14	2854	3
KCNJ15	3911	10
KCNJ16	4513	8
KCNJ18	2201	3
KCNJ2	5388	2
KCNJ2-AS1	2443	1
KCNJ3	6004	5
KCNJ4	2125	3
KCNJ5	2902	3
KCNJ6	2794	4
KCNJ8	2392	3
KCNJ9	3032	3
KCNK1	2164	3
KCNK10	8187	9
KCNK12	1426	2
KCNK13	2524	2
KCNK15	2534	2
KCNK16	2262	8
KCNK17	2101	7
KCNK18	1158	3
KCNK2	3912	9
KCNK3	3980	2
KCNK4	1817	7
KCNK5	3788	5
KCNK6	2658	3
KCNK7	2927	6
KCNK9	5274	5
KCNMA1	16143	34
KCNMA1-AS1	808	4
KCNMA1-AS2	448	3
KCNMA1-AS3	1240	6
KCNMB1	1566	4
KCNMB2	3050	7
KCNMB2-AS1	2264	10
KCNMB3	4752	9
KCNMB4	4728	3
KCNN1	2668	11
KCNN2	3031	10
KCNN3	13243	10
KCNN4	2249	9
KCNQ1	3524	17
KCNQ1-AS1	1088	3
KCNQ1DN	1096	2
KCNQ1OT1	91672	1
KCNQ2	3756	19
KCNQ3	11326	16
KCNQ4	4113	14
KCNQ5	6526	14
KCNQ5-AS1	1106	5
KCNQ5-IT1	567	4
KCNRG	1628	3
KCNS1	4544	5
KCNS2	3168	2
KCNS3	2555	4
KCNT1	4859	31
KCNT2	5829	27
KCNU1	3578	25
KCNV1	2932	3
KCNV2	2164	2
KCP	4498	29
KCTD1	4239	10
KCTD10	3977	7
KCTD11	3056	1
KCTD12	6238	1
KCTD13	2520	8
KCTD14	1901	4
KCTD15	8009	9
KCTD16	5187	4
KCTD17	1775	9
KCTD18	2944	7
KCTD19	2734	15
KCTD2	4241	10
KCTD20	5627	8
KCTD21	3399	2
KCTD21-AS1	1246	5
KCTD3	3949	18
KCTD4	2121	2
KCTD5	2469	6
KCTD6	1981	4
KCTD7	8266	6
KCTD8	2595	2
KCTD9	3413	12
KDELC1	1910	9
KDELC2	4319	8
KDELR1	1562	5
KDELR2	2865	5
KDELR3	2155	6
KDF1	1807	4
KDM1A	3128	21
KDM1B	3699	16
KDM2A	7996	23
KDM2B	6879	25
KDM3A	4945	27
KDM3B	6837	24
KDM4A	4531	22
KDM4A-AS1	1565	5
KDM4B	5626	23
KDM4C	9065	28
KDM4D	2975	3
KDM4E	2340	1
KDM5A	10400	25
KDM5B	5786	23
KDM5C	7963	25
KDM5D	5145	25
KDM6A	5953	30
KDM6B	6455	20
KDM7A	9198	20
KDM8	2681	9
KDR	5984	29
KDSR	5123	9
KEAP1	2021	6
KEL	2375	17
KERA	2533	3
KGFLP1	2229	4
KGFLP2	4710	3
KHDC1	3682	11
KHDC1L	637	3
KHDC3L	1025	3
KHDRBS1	4139	13
KHDRBS2	2180	8
KHDRBS3	1977	9
KHK	2423	8
KHNYN	6484	10
KHSRP	3008	18
KIAA0020	2237	18
KIAA0040	4901	6
KIAA0087	4322	2
KIAA0100	6806	34
KIAA0101	1739	5
KIAA0125	9619	6
KIAA0141	7546	13
KIAA0195	5392	31
KIAA0196	4063	28
KIAA0226	7093	21
KIAA0226L	4728	18
KIAA0232	7867	10
KIAA0319	7181	22
KIAA0319L	4699	20
KIAA0355	6697	14
KIAA0368	6981	46
KIAA0391	3969	10
KIAA0408	8130	6
KIAA0430	8627	30
KIAA0513	8821	16
KIAA0556	6518	27
KIAA0586	6796	36
KIAA0753	4613	18
KIAA0754	6980	1
KIAA0825	8816	21
KIAA0895	5493	11
KIAA0895L	3407	7
KIAA0907	3006	14
KIAA0922	4807	34
KIAA0930	6428	11
KIAA1024	6746	4
KIAA1024L	576	3
KIAA1033	5827	33
KIAA1107	4565	9
KIAA1109	14263	75
KIAA1143	5144	3
KIAA1147	7305	9
KIAA1161	6447	2
KIAA1191	2960	10
KIAA1210	7838	14
KIAA1211	7024	11
KIAA1211L	3879	10
KIAA1217	9340	26
KIAA1257	1720	8
KIAA1279	2552	7
KIAA1324	12025	24
KIAA1324L	10823	26
KIAA1328	4864	10
KIAA1407	3848	16
KIAA1429	7216	25
KIAA1456	10124	6
KIAA1462	9304	4
KIAA1467	4724	13
KIAA1468	5410	28
KIAA1522	5614	8
KIAA1524	4286	21
KIAA1549	18999	20
KIAA1549L	11487	19
KIAA1551	6238	6
KIAA1586	3207	6
KIAA1614	4164	9
KIAA1644	6746	5
KIAA1656	7607	2
KIAA1671	10505	11
KIAA1683	9655	6
KIAA1715	8409	19
KIAA1755	6227	13
KIAA1804	5819	10
KIAA1841	5349	23
KIAA1875	6881	21
KIAA1919	3922	4
KIAA1958	13697	6
KIAA2012	3907	21
KIAA2013	2826	3
KIAA2018	15180	8
KIAA2022	11721	4
KIAA2026	7212	8
KIDINS220	6591	22
KIF11	5100	22
KIF12	1701	13
KIF13A	9165	39
KIF13B	8428	37
KIF14	6972	28
KIF15	4110	29
KIF16B	6273	27
KIF17	4725	17
KIF18A	3480	17
KIF18B	6020	18
KIF19	3574	19
KIF1A	8413	41
KIF1B	15284	41
KIF1C	7715	20
KIF20A	3490	19
KIF20B	6192	31
KIF21A	5994	33
KIF21B	13849	34
KIF22	2439	16
KIF23	3746	23
KIF24	6240	13
KIF25	1519	9
KIF25-AS1	1409	4
KIF26A	6608	14
KIF26B	7117	14
KIF27	4499	17
KIF2A	4397	22
KIF2B	2336	1
KIF2C	3262	22
KIF3A	6366	19
KIF3B	6122	9
KIF3C	5439	8
KIF4A	4414	30
KIF4B	4427	1
KIF5A	3475	25
KIF5B	5614	23
KIF5C	6754	24
KIF6	4346	23
KIF7	4577	19
KIF9	3519	21
KIF9-AS1	2318	6
KIFAP3	4394	20
KIFC1	2981	12
KIFC2	3283	17
KIFC3	3597	20
KIN	9165	15
KIR2DL1	1606	8
KIR2DL2	1595	8
KIR2DL3	1604	8
KIR2DL4	1693	9
KIR2DL5A	1604	8
KIR2DL5B	1640	8
KIR2DS1	1109	8
KIR2DS2	2181	9
KIR2DS3	1121	8
KIR2DS4	1616	8
KIR2DS5	1609	8
KIR3DL1	1910	9
KIR3DL2	1894	9
KIR3DL3	1731	8
KIR3DS1	1724	8
KIR3DX1	3927	12
KIRREL	7684	14
KIRREL2	3712	17
KIRREL3	4229	17
KIRREL3-AS2	497	3
KIRREL3-AS3	1771	3
KISS1	717	3
KISS1R	1630	5
KIT	5380	22
KITLG	5453	10
KIZ	2211	13
KIZ-AS1	1169	8
KL	5011	5
KLB	6084	5
KLC1	3176	18
KLC2	4544	20
KLC3	1698	12
KLC4	3952	20
KLF1	1617	3
KLF10	3723	6
KLF11	4302	6
KLF12	10917	8
KLF13	7124	3
KLF14	1480	1
KLF15	2528	3
KLF16	2889	2
KLF17	3132	4
KLF2	1652	3
KLF3	5621	6
KLF3-AS1	2376	8
KLF4	2938	5
KLF5	3754	5
KLF6	5536	6
KLF7	9725	11
KLF8	5922	8
KLF9	5210	2
KLHDC1	2619	12
KLHDC10	6448	10
KLHDC2	1819	13
KLHDC3	2030	11
KLHDC4	2204	13
KLHDC7A	5058	1
KLHDC7B	2992	1
KLHDC8A	3734	10
KLHDC8B	1991	6
KLHDC9	1985	7
KLHL1	3947	10
KLHL10	2014	5
KLHL11	7411	2
KLHL12	3550	13
KLHL13	5210	13
KLHL14	4270	9
KLHL15	6280	4
KLHL17	2361	11
KLHL18	4736	10
KLHL2	3315	16
KLHL20	3476	12
KLHL21	4520	4
KLHL22	2623	7
KLHL23	4079	4
KLHL24	7146	7
KLHL25	3684	3
KLHL26	3125	3
KLHL28	6817	6
KLHL29	5098	14
KLHL3	7892	17
KLHL30	3693	8
KLHL31	5746	3
KLHL32	5019	14
KLHL33	1867	4
KLHL34	3040	1
KLHL35	1754	5
KLHL36	8608	6
KLHL38	1837	3
KLHL4	5921	11
KLHL40	2425	6
KLHL41	2470	6
KLHL42	6472	3
KLHL5	8260	12
KLHL6	6327	7
KLHL6-AS1	505	2
KLHL7	4107	14
KLHL7-AS1	2567	3
KLHL8	6187	12
KLHL9	4413	1
KLK1	881	5
KLK10	3392	9
KLK11	1953	10
KLK12	1319	8
KLK13	1263	5
KLK14	1140	7
KLK15	1633	7
KLK2	3424	8
KLK3	2864	7
KLK4	1819	8
KLK5	1778	8
KLK6	2456	9
KLK7	2142	7
KLK8	1315	7
KLK9	1443	5
KLKB1	1826	12
KLKP1	1130	5
KLLN	4278	1
KLRAP1	2215	7
KLRB1	746	6
KLRC1	2283	12
KLRC2	1219	6
KLRC3	1244	8
KLRC4	932	4
KLRC4-KLRK1	1960	13
KLRD1	3470	8
KLRF1	1247	6
KLRF2	737	6
KLRG1	1793	5
KLRG2	1549	5
KLRK1	1597	8
KMO	5281	15
KMT2A	16489	34
KMT2B	8048	33
KMT2C	16001	51
KMT2D	18581	46
KMT2E	7349	29
KMT2E-AS1	3601	1
KNCN	2395	3
KNDC1	6708	29
KNG1	3154	9
KNOP1	1955	5
KNSTRN	2863	10
KNTC1	5910	52
KPNA1	6926	14
KPNA2	1991	11
KPNA3	4445	16
KPNA4	8952	16
KPNA5	2072	14
KPNA6	7285	13
KPNA7	1611	9
KPNB1	4476	23
KPRP	2525	2
KPTN	1844	14
KRAS	5895	6
KRBA1	3603	15
KRBA2	2781	3
KRBOX1	581	4
KRBOX1-AS1	2144	2
KRBOX4	2478	7
KRCC1	1930	5
KREMEN1	7807	12
KREMEN2	2104	10
KRI1	2896	18
KRIT1	6094	23
KRR1	3240	9
KRT1	2460	9
KRT10	2148	8
KRT12	2000	8
KRT13	1723	8
KRT14	1644	8
KRT15	1848	8
KRT16	1725	8
KRT16P1	1822	7
KRT16P2	1580	5
KRT16P3	1962	7
KRT17	1582	8
KRT17P5	3154	1
KRT18	1962	9
KRT18P55	1953	3
KRT19	1477	6
KRT19P2	576	1
KRT2	2423	9
KRT20	1813	8
KRT222	1741	6
KRT23	2736	10
KRT24	1889	8
KRT25	1678	8
KRT26	1738	8
KRT27	1620	8
KRT28	1700	8
KRT3	2097	8
KRT31	1602	7
KRT32	2012	7
KRT33A	1293	7
KRT33B	1614	7
KRT34	1720	7
KRT35	1679	8
KRT36	1651	7
KRT37	1725	7
KRT38	2844	7
KRT39	1703	7
KRT4	2156	9
KRT40	1947	9
KRT42P	2875	11
KRT5	2312	9
KRT6A	2459	9
KRT6B	2291	9
KRT6C	2298	9
KRT7	1711	9
KRT71	2274	9
KRT72	2483	11
KRT73	2293	9
KRT73-AS1	3811	3
KRT74	2797	9
KRT75	2134	9
KRT76	2538	9
KRT77	3313	9
KRT78	3012	10
KRT79	1853	8
KRT8	2799	12
KRT80	6431	10
KRT81	1919	9
KRT82	2690	9
KRT83	1884	9
KRT84	2082	9
KRT85	2757	10
KRT86	2100	9
KRT8P41	1829	1
KRT9	2297	8
KRTAP1-1	904	1
KRTAP1-3	972	1
KRTAP1-4	450	1
KRTAP1-5	1177	1
KRTAP10-1	1012	1
KRTAP10-10	1101	1
KRTAP10-11	1237	1
KRTAP10-12	874	1
KRTAP10-2	1596	3
KRTAP10-3	739	1
KRTAP10-4	1644	1
KRTAP10-5	1151	1
KRTAP10-6	1239	1
KRTAP10-7	1582	2
KRTAP10-8	877	1
KRTAP10-9	1257	1
KRTAP11-1	912	1
KRTAP12-1	589	1
KRTAP12-2	740	1
KRTAP12-3	411	1
KRTAP12-4	448	1
KRTAP13-1	748	1
KRTAP13-2	850	1
KRTAP13-3	521	1
KRTAP13-4	484	1
KRTAP15-1	454	1
KRTAP16-1	1555	1
KRTAP17-1	780	1
KRTAP19-1	274	1
KRTAP19-2	160	1
KRTAP19-3	495	1
KRTAP19-4	256	1
KRTAP19-5	220	1
KRTAP19-6	662	3
KRTAP19-7	193	1
KRTAP19-8	319	1
KRTAP2-1	774	1
